Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,BX80673I97980X,Intel,Core i9-7980XE,176,80.4,4418,https://cpu.userbenchmark.com/SpeedTest/352013/IntelR-CoreTM-i9-7980XE-CPU---260GHz
CPU,,Intel,Core i5-10400H,177,80.2,579,https://cpu.userbenchmark.com/SpeedTest/1084904/IntelR-CoreTM-i5-10400H-CPU---260GHz
CPU,BX80648I75930K,Intel,Core i7-5930K,178,80.1,35813,https://cpu.userbenchmark.com/Intel-Core-i7-5930K/Rating/2578
CPU,BX80646I74790K,Intel,Core i7-4790K,179,80,436157,https://cpu.userbenchmark.com/Intel-Core-i7-4790K/Rating/2384
CPU,,Intel,Core i5-9400H,180,80,730,https://cpu.userbenchmark.com/SpeedTest/843530/IntelR-CoreTM-i5-9400H-CPU---250GHz
CPU,,Intel,Core i7-9850H,181,79.9,9528,https://cpu.userbenchmark.com/SpeedTest/826055/IntelR-CoreTM-i7-9850H-CPU---260GHz
CPU,CL8068404069006,Intel,Core i9-9880H,182,79.9,10424,https://cpu.userbenchmark.com/SpeedTest/750169/IntelR-CoreTM-i9-9880H-CPU---230GHz
CPU,,AMD,Ryzen 9 6900HX,183,79.9,201,https://cpu.userbenchmark.com/SpeedTest/1792755/AMD-Ryzen-9-6900HX-with-Radeon-Graphics
CPU,BX80684I39100F,Intel,Core i3-9100F,184,79.9,98219,https://cpu.userbenchmark.com/Intel-Core-i3-9100F/Rating/4054
CPU,,Intel,Xeon E3-1230 v6,185,79.6,462,https://cpu.userbenchmark.com/SpeedTest/268848/IntelR-XeonR-CPU-E3-1230-v6---350GHz
CPU,,Intel,Core i3-10300T,186,79.5,11,https://cpu.userbenchmark.com/SpeedTest/1290166/IntelR-CoreTM-i3-10300T-CPU---300GHz
CPU,,Intel,Core i5-10400T,187,79.3,1179,https://cpu.userbenchmark.com/SpeedTest/1189479/IntelR-CoreTM-i5-10400T-CPU---200GHz
CPU,YD297XAZAFWOF,AMD,Ryzen TR 2970WX,188,79.1,1886,https://cpu.userbenchmark.com/SpeedTest/626249/AMD-Ryzen-Threadripper-2970WX-24-Core-Processor
CPU,BX80677I57600,Intel,Core i5-7600,189,79.1,40640,https://cpu.userbenchmark.com/Intel-Core-i5-7600/Rating/3890
CPU,100-000000083,AMD,Ryzen 7 4700U,190,79,18336,https://cpu.userbenchmark.com/SpeedTest/1105478/AMD-Ryzen-7-4700U-with-Radeon-Graphics
CPU,,Intel,Core i3-10100T,191,78.9,628,https://cpu.userbenchmark.com/SpeedTest/1260090/IntelR-CoreTM-i3-10100T-CPU---300GHz
CPU,BX80633I74960X,Intel,Core i7-4960X,192,78.6,4857,https://cpu.userbenchmark.com/Intel-Core-i7-4960X/Rating/1977
CPU,,Intel,Core i7-10750H,193,78.6,185964,https://cpu.userbenchmark.com/SpeedTest/1053158/IntelR-CoreTM-i7-10750H-CPU---260GHz
CPU,FH8068403419332,Intel,Core i7-8559U,194,78.5,2272,https://cpu.userbenchmark.com/SpeedTest/543591/IntelR-CoreTM-i7-8559U-CPU---270GHz
CPU,YD299XAZAFWOF,AMD,Ryzen TR 2990WX,195,78.5,3487,https://cpu.userbenchmark.com/SpeedTest/560423/AMD-Ryzen-Threadripper-2990WX-32-Core-Processor
CPU,BX80673I77800X,Intel,Core i7-7800X,196,78.4,23768,https://cpu.userbenchmark.com/SpeedTest/304816/IntelR-CoreTM-i7-7800X-CPU---350GHz
CPU,BX80677I77700,Intel,Core i7-7700,197,78.3,245946,https://cpu.userbenchmark.com/Intel-Core-i7-7700/Rating/3887
CPU,,Intel,Xeon E3-1286 v3,198,78.1,25,https://cpu.userbenchmark.com/SpeedTest/33047/IntelR-XeonR-CPU-E3-1286-v3---370GHz
CPU,FH8067703417418,Intel,Core i7-8706G,199,78,208,https://cpu.userbenchmark.com/SpeedTest/518066/IntelR-CoreTM-i7-8706G-CPU---310GHz
CPU,,Intel,Core i7-3970X,200,78,2692,https://cpu.userbenchmark.com/SpeedTest/6794/IntelR-CoreTM-i7-3970X-CPU---350GHz
CPU,BX80648I75820K,Intel,Core i7-5820K,201,77.9,104929,https://cpu.userbenchmark.com/Intel-Core-i7-5820K/Rating/2579
CPU,,Intel,Core i7-5850HQ,202,77.8,55,https://cpu.userbenchmark.com/SpeedTest/35099/IntelR-CoreTM-i7-5850HQ-CPU---270GHz
CPU,,AMD,Ryzen 9 5980HS,203,77.8,121,https://cpu.userbenchmark.com/SpeedTest/1493102/AMD-Ryzen-9-5980HS-with-Radeon-Graphics
CPU,BX80662I56600K,Intel,Core i5-6600K,204,77.8,337018,https://cpu.userbenchmark.com/Intel-Core-i5-6600K/Rating/3503
CPU,,Intel,Core i7 X 990,205,77.7,4841,https://cpu.userbenchmark.com/SpeedTest/2590/IntelR-CoreTM-i7-CPU-------X-990----347GHz
CPU,BX80619I73960X,Intel,Core i7-3960X,206,77.7,2227,https://cpu.userbenchmark.com/Intel-Core-i7-3960X/Rating/1973
CPU,,AMD,Ryzen 9 5900HX,207,77.6,9808,https://cpu.userbenchmark.com/SpeedTest/1449683/AMD-Ryzen-9-5900HX-with-Radeon-Graphics
CPU,CL8068403373614,Intel,Core i5-8400H,208,77.6,1234,https://cpu.userbenchmark.com/SpeedTest/524256/IntelR-CoreTM-i5-8400H-CPU---250GHz
CPU,YD270XBGAFBOX,AMD,Ryzen 7 2700X,209,77.6,217124,https://cpu.userbenchmark.com/AMD-Ryzen-7-2700X/Rating/3958
CPU,,Intel,Xeon E3-1275 v3,210,77.5,369,https://cpu.userbenchmark.com/SpeedTest/5652/IntelR-XeonR-CPU-E3-1275-v3---350GHz
CPU,,AMD,Ryzen 5 6600H,211,77.5,76,https://cpu.userbenchmark.com/SpeedTest/1815652/AMD-Ryzen-5-6600H-with-Radeon-Graphics
CPU,,Intel,Core i7-11375H,212,77.5,1273,https://cpu.userbenchmark.com/SpeedTest/1462657/11th-Gen-IntelR-CoreTM-i7-11375H---330GHz
CPU,,Intel,Xeon W3690,213,77.5,4398,https://cpu.userbenchmark.com/SpeedTest/9677/IntelR-XeonR-CPU-----------W3690----347GHz
CPU,YD192XA8AEWOF,AMD,Ryzen TR 1920X,214,77.5,10568,https://cpu.userbenchmark.com/AMD-Ryzen-TR-1920X/Rating/3934
CPU,,Intel,Xeon E5-1650 v3,215,77.4,7620,https://cpu.userbenchmark.com/SpeedTest/16320/IntelR-XeonR-CPU-E5-1650-v3---350GHz
CPU,100-000000253,AMD,Ryzen 3 5300G,216,77.4,169,https://cpu.userbenchmark.com/SpeedTest/1542116/AMD-Ryzen-3-5300G-with-Radeon-Graphics
CPU,BX80646E31276V3,Intel,Xeon E3-1276 v3,217,77.2,295,https://cpu.userbenchmark.com/SpeedTest/25180/IntelR-XeonR-CPU-E3-1276-v3---360GHz
CPU,,Intel,Core i5-10200H,218,77.2,4741,https://cpu.userbenchmark.com/SpeedTest/1303113/IntelR-CoreTM-i5-10200H-CPU---240GHz
CPU,YD195XA8AEWOF,AMD,Ryzen TR 1950X,219,77.1,26723,https://cpu.userbenchmark.com/AMD-Ryzen-TR-1950X/Rating/3932
CPU,BX80684I38100,Intel,Core i3-8100,220,77.1,116510,https://cpu.userbenchmark.com/Intel-Core-i3-8100/Rating/3942
CPU,,Intel,Xeon E3-1230 v5,221,77.1,2120,https://cpu.userbenchmark.com/SpeedTest/72554/IntelR-XeonR-CPU-E3-1230-v5---340GHz
CPU,100-100000284BOX,AMD,Ryzen 3 3100,222,77.1,51690,https://cpu.userbenchmark.com/SpeedTest/1148404/AMD-Ryzen-3-3100-4-Core-Processor
CPU,BX80633I74930K,Intel,Core i7-4930K,223,77,24313,https://cpu.userbenchmark.com/Intel-Core-i7-4930K/Rating/1976
CPU,YD180XBCAEWOF,AMD,Ryzen 7 1800X,224,77,81194,https://cpu.userbenchmark.com/AMD-Ryzen-7-1800X/Rating/3916
CPU,CL8068403805708,Intel,Core i9-8950HK,225,77,15192,https://cpu.userbenchmark.com/SpeedTest/486215/IntelR-CoreTM-i9-8950HK-CPU---290GHz
CPU,YD190XA8AEWOF,AMD,Ryzen TR 1900X,226,76.8,7036,https://cpu.userbenchmark.com/SpeedTest/340638/AMD-Ryzen-Threadripper-1900X-8-Core-Processor
CPU,BX80646I74770K,Intel,Core i7-4770K,227,76.8,167707,https://cpu.userbenchmark.com/Intel-Core-i7-4770K/Rating/1537
CPU,,Intel,Xeon E5-1650 v2,228,76.7,10674,https://cpu.userbenchmark.com/SpeedTest/7574/IntelR-XeonR-CPU-E5-1650-v2---350GHz
CPU,BX80646I54690K,Intel,Core i5-4690K,229,76.7,250636,https://cpu.userbenchmark.com/Intel-Core-i5-4690K/Rating/2432
CPU,,Intel,Xeon E3-1271 v3,230,76.7,1629,https://cpu.userbenchmark.com/SpeedTest/17463/IntelR-XeonR-CPU-E3-1271-v3---360GHz
CPU,CL8068403359725,Intel,Core i7-8850H,231,76.6,21324,https://cpu.userbenchmark.com/SpeedTest/485626/IntelR-CoreTM-i7-8850H-CPU---260GHz
CPU,CM8068403358913,Intel,Core i5-8400T,232,76.5,4537,https://cpu.userbenchmark.com/SpeedTest/475176/IntelR-CoreTM-i5-8400T-CPU---170GHz
CPU,,Intel,Xeon E3-1270 v3,233,76.4,1915,https://cpu.userbenchmark.com/SpeedTest/11395/IntelR-XeonR-CPU-E3-1270-v3---350GHz
CPU,,AMD,Ryzen 7 6800H,234,76.3,913,https://cpu.userbenchmark.com/SpeedTest/1786492/AMD-Ryzen-7-6800H-with-Radeon-Graphics
CPU,,Intel,Core i5-11400H,235,76.1,25949,https://cpu.userbenchmark.com/SpeedTest/1575224/11th-Gen-IntelR-CoreTM-i5-11400H---270GHz
CPU,BX80646I54670K,Intel,Core i5-4670K,236,76.1,134745,https://cpu.userbenchmark.com/Intel-Core-i5-4670K/Rating/1538
CPU,,Intel,Core i7 X 980,237,76,8260,https://cpu.userbenchmark.com/SpeedTest/1822/IntelR-CoreTM-i7-CPU-------X-980----333GHz
CPU,100-000000084,AMD,Ryzen 5 4500U,238,76,27379,https://cpu.userbenchmark.com/SpeedTest/1052299/AMD-Ryzen-5-4500U-with-Radeon-Graphics
CPU,,Intel,Xeon W3680,239,75.9,6395,https://cpu.userbenchmark.com/SpeedTest/12335/IntelR-XeonR-CPU-----------W3680----333GHz
CPU,CM8068403362509,Intel,Core i5-8500T,240,75.9,4818,https://cpu.userbenchmark.com/SpeedTest/532888/IntelR-CoreTM-i5-8500T-CPU---210GHz
CPU,BX80677I57600T,Intel,Core i5-7600T,241,75.8,449,https://cpu.userbenchmark.com/SpeedTest/246226/IntelR-CoreTM-i5-7600T-CPU---280GHz
CPU,BX80662I56600,Intel,Core i5-6600,242,75.6,91064,https://cpu.userbenchmark.com/Intel-Core-i5-6600/Rating/3514
CPU,BX80646E31241V3,Intel,Xeon E3-1241 v3,243,75.3,3698,https://cpu.userbenchmark.com/SpeedTest/15164/IntelR-XeonR-CPU-E3-1241-v3---350GHz
CPU,,Intel,Core i7 980,244,75.3,2230,https://cpu.userbenchmark.com/SpeedTest/3336/IntelR-CoreTM-i7-CPU---------980----333GHz
CPU,,AMD,Ryzen 9 5900HS,245,75.3,5370,https://cpu.userbenchmark.com/SpeedTest/1452199/AMD-Ryzen-9-5900HS-with-Radeon-Graphics
CPU,,Intel,Core i5-8279U,246,75.1,672,https://cpu.userbenchmark.com/SpeedTest/807756/IntelR-CoreTM-i5-8279U-CPU---240GHz
CPU,YD170XBCAEWOF,AMD,Ryzen 7 1700X,247,75.1,127342,https://cpu.userbenchmark.com/AMD-Ryzen-7-1700X/Rating/3915
CPU,,AMD,Ryzen 9 6900HS,248,75,479,https://cpu.userbenchmark.com/SpeedTest/1796538/AMD-Ryzen-9-6900HS-with-Radeon-Graphics
CPU,YD2700BBAFBOX,AMD,Ryzen 7 2700,249,75,136286,https://cpu.userbenchmark.com/AMD-Ryzen-7-2700/Rating/3957
CPU,,Intel,Xeon X5690,250,74.9,4152,https://cpu.userbenchmark.com/SpeedTest/16752/IntelR-XeonR-CPU-----------X5690----347GHz
CPU,BX80619I73930K,Intel,Core i7-3930K,251,74.9,36878,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487
CPU,YD160XBCAEWOF,AMD,Ryzen 5 1600X,252,74.9,146331,https://cpu.userbenchmark.com/AMD-Ryzen-5-1600X/Rating/3920
CPU,100-000000105,AMD,Ryzen 5 4600U,253,74.9,534,https://cpu.userbenchmark.com/SpeedTest/1152158/AMD-Ryzen-5-4600U-with-Radeon-Graphics
CPU,BX80623I72700K,Intel,Core i7-2700K,254,74.7,21922,https://cpu.userbenchmark.com/Intel-Core-i7-2700K/Rating/1985
CPU,BX80662I76700,Intel,Core i7-6700,255,74.6,237180,https://cpu.userbenchmark.com/Intel-Core-i7-6700/Rating/3515
CPU,BX80646E31231V3,Intel,Xeon E3-1231 v3,256,74.6,20529,https://cpu.userbenchmark.com/SpeedTest/11040/IntelR-XeonR-CPU-E3-1231-v3---340GHz
CPU,BX80637I73770K,Intel,Core i7-3770K,257,74.6,154239,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317
CPU,,Intel,Core i5-2550K,258,74.5,2855,https://cpu.userbenchmark.com/SpeedTest/5474/IntelR-CoreTM-i5-2550K-CPU---340GHz
CPU,BX80677I57500,Intel,Core i5-7500,259,74.5,158961,https://cpu.userbenchmark.com/Intel-Core-i5-7500/Rating/3648
CPU,,AMD,Ryzen 7 5800H,260,74.5,19958,https://cpu.userbenchmark.com/SpeedTest/1442974/AMD-Ryzen-7-5800H-with-Radeon-Graphics
CPU,BX80646I54690,Intel,Core i5-4690,261,74.4,76227,https://cpu.userbenchmark.com/Intel-Core-i5-4690/Rating/2311
CPU,YD260XBCAFBOX,AMD,Ryzen 5 2600X,262,74.3,106192,https://cpu.userbenchmark.com/AMD-Ryzen-5-2600X/Rating/3956
CPU,BX80646I74790,Intel,Core i7-4790,263,74.3,272973,https://cpu.userbenchmark.com/Intel-Core-i7-4790/Rating/2293
CPU,BX80646I74771,Intel,Core i7-4771,264,74.3,11637,https://cpu.userbenchmark.com/Intel-Core-i7-4771/Rating/2008
CPU,,Intel,Xeon E5-2687W 0,265,74.3,834,https://cpu.userbenchmark.com/SpeedTest/8860/IntelR-XeonR-CPU-E5-2687W-0---310GHz
CPU,,Intel,Xeon E3-1275 V2,266,74.2,456,https://cpu.userbenchmark.com/SpeedTest/4507/IntelR-XeonR-CPU-E3-1275-V2---350GHz
CPU,100-000000098,AMD,Ryzen 7 4800H,267,74.2,22055,https://cpu.userbenchmark.com/SpeedTest/1032976/AMD-Ryzen-7-4800H-with-Radeon-Graphics
CPU,,Intel,Xeon E3-1220 v5,268,74.1,1162,https://cpu.userbenchmark.com/SpeedTest/139116/IntelR-XeonR-CPU-E3-1220-v5---300GHz
CPU,FH8068403419522,Intel,Core i5-8259U,269,74.1,4264,https://cpu.userbenchmark.com/SpeedTest/543736/IntelR-CoreTM-i5-8259U-CPU---230GHz
CPU,CL8068404121817,Intel,Core i7-9750H,270,74,322580,https://cpu.userbenchmark.com/SpeedTest/766364/IntelR-CoreTM-i7-9750H-CPU---260GHz
CPU,,AMD,Ryzen 9 4900H,271,73.9,1018,https://cpu.userbenchmark.com/SpeedTest/1185620/AMD-Ryzen-9-4900H-with-Radeon-Graphics
CPU,,Intel,Core i7-4790S,272,73.8,12711,https://cpu.userbenchmark.com/SpeedTest/13424/IntelR-CoreTM-i7-4790S-CPU---320GHz
CPU,,Intel,Core i5-6600T,273,73.7,1317,https://cpu.userbenchmark.com/SpeedTest/37851/IntelR-CoreTM-i5-6600T-CPU---270GHz
CPU,,Intel,Xeon E3-1270 V2,274,73.7,3509,https://cpu.userbenchmark.com/SpeedTest/11264/IntelR-XeonR-CPU-E3-1270-V2---350GHz
CPU,BX80646E31246V3,Intel,Xeon E3-1246 v3,275,73.6,2442,https://cpu.userbenchmark.com/SpeedTest/11023/IntelR-XeonR-CPU-E3-1246-v3---350GHz
CPU,,Intel,Core i7 970,276,73.5,4297,https://cpu.userbenchmark.com/SpeedTest/8374/IntelR-CoreTM-i7-CPU---------970----320GHz
CPU,BX80677I37320,Intel,Core i3-7320,277,73.5,413,https://cpu.userbenchmark.com/Intel-Core-i3-7320/Rating/3888
CPU,,Intel,Xeon E5-1650 0,278,73.4,10128,https://cpu.userbenchmark.com/SpeedTest/7093/IntelR-XeonR-CPU-E5-1650-0---320GHz
CPU,BX80677I77700T,Intel,Core i7-7700T,279,73.4,7423,https://cpu.userbenchmark.com/SpeedTest/232624/IntelR-CoreTM-i7-7700T-CPU---290GHz
CPU,BX80633I74820K,Intel,Core i7-4820K,280,73.4,23693,https://cpu.userbenchmark.com/Intel-Core-i7-4820K/Rating/1675
CPU,BX80701G6600,Intel,Pentium Gold G6600,281,73.4,48,https://cpu.userbenchmark.com/SpeedTest/1454523/IntelR-PentiumR-Gold-G6600-CPU---420GHz
CPU,BX80637I53570K,Intel,Core i5-3570K,282,73.3,202107,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316
CPU,,Intel,Xeon E3-1240 v3,283,73.3,3038,https://cpu.userbenchmark.com/SpeedTest/4602/IntelR-XeonR-CPU-E3-1240-v3---340GHz
CPU,YD2600BBAFBOX,AMD,Ryzen 5 2600,284,73.2,326117,https://cpu.userbenchmark.com/AMD-Ryzen-5-2600/Rating/3955
CPU,,AMD,Ryzen 7 5800HS,285,73.2,868,https://cpu.userbenchmark.com/SpeedTest/1463823/AMD-Ryzen-7-5800HS-with-Radeon-Graphics
CPU,BX80646E31230V3,Intel,Xeon E3-1230 v3,286,73.2,8289,https://cpu.userbenchmark.com/SpeedTest/2171/IntelR-XeonR-CPU-E3-1230-v3---330GHz
CPU,,AMD,Ryzen 5 5600H,287,73.2,13233,https://cpu.userbenchmark.com/SpeedTest/1522632/AMD-Ryzen-5-5600H-with-Radeon-Graphics
CPU,,Intel,Core i5-8305G,288,73.2,380,https://cpu.userbenchmark.com/SpeedTest/483074/IntelR-CoreTM-i5-8305G-CPU---280GHz
CPU,BX80623I72600K,Intel,Core i7-2600K,289,73.2,146083,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621
CPU,BX80646I74770,Intel,Core i7-4770,290,73.1,165077,https://cpu.userbenchmark.com/Intel-Core-i7-4770/Rating/1978
CPU,,Intel,Core i7-8705G,291,73.1,5900,https://cpu.userbenchmark.com/SpeedTest/453718/IntelR-CoreTM-i7-8705G-CPU---310GHz
CPU,,Intel,Core i5-4670S,292,73.1,1657,https://cpu.userbenchmark.com/SpeedTest/5523/IntelR-CoreTM-i5-4670S-CPU---310GHz
CPU,,Intel,Core i5-4670,293,73,54206,https://cpu.userbenchmark.com/SpeedTest/630/IntelR-CoreTM-i5-4670-CPU---340GHz
CPU,,Intel,Core i7-4770S,294,73,13336,https://cpu.userbenchmark.com/SpeedTest/2123/IntelR-CoreTM-i7-4770S-CPU---310GHz
CPU,BX80623I52500K,Intel,Core i5-2500K,295,73,158905,https://cpu.userbenchmark.com/Intel-Core-i5-2500K/Rating/619
CPU,,Intel,Core i7-11370H,296,73,17255,https://cpu.userbenchmark.com/SpeedTest/1444990/11th-Gen-IntelR-CoreTM-i7-11370H---330GHz
CPU,,Intel,Xeon E3-1245 V2,297,72.9,2338,https://cpu.userbenchmark.com/SpeedTest/5622/IntelR-XeonR-CPU-E3-1245-V2---340GHz
CPU,YD250XBBM4KAF,AMD,Ryzen 5 2500X,298,72.9,2128,https://cpu.userbenchmark.com/SpeedTest/567224/AMD-Ryzen-5-2500X-Quad-Core-Processor
CPU,,Intel,Core i7-7820HK,299,72.9,18279,https://cpu.userbenchmark.com/SpeedTest/224965/IntelR-CoreTM-i7-7820HK-CPU---290GHz
CPU,,AMD,Ryzen 9 4900HS,300,72.8,3555,https://cpu.userbenchmark.com/SpeedTest/1084184/AMD-Ryzen-9-4900HS-with-Radeon-Graphics
CPU,,Intel,Xeon W3570,301,72.7,421,https://cpu.userbenchmark.com/SpeedTest/12630/IntelR-XeonR-CPU-----------W3570----320GHz
CPU,,Intel,Core i5-10300H,302,72.6,90716,https://cpu.userbenchmark.com/SpeedTest/1027882/IntelR-CoreTM-i5-10300H-CPU---250GHz
CPU,CM8068403377415,Intel,Core i3-8100T,303,72.6,2057,https://cpu.userbenchmark.com/SpeedTest/509371/IntelR-CoreTM-i3-8100T-CPU---310GHz
CPU,,Intel,Core i5-11300H,304,72.6,8360,https://cpu.userbenchmark.com/SpeedTest/1504890/11th-Gen-IntelR-CoreTM-i5-11300H---310GHz
CPU,,Intel,Core i7 975,305,72.5,3055,https://cpu.userbenchmark.com/SpeedTest/941/IntelR-CoreTM-i7-CPU---------975----333GHz
CPU,BX80701G6500,Intel,Pentium Gold G6500,306,72.5,108,https://cpu.userbenchmark.com/SpeedTest/1323006/IntelR-PentiumR-Gold-G6500-CPU---410GHz
CPU,,Intel,Xeon E3-1245 v3,307,72.4,2696,https://cpu.userbenchmark.com/SpeedTest/4697/IntelR-XeonR-CPU-E3-1245-v3---340GHz
CPU,,Intel,Xeon E3-1265L v3,308,72.4,156,https://cpu.userbenchmark.com/SpeedTest/20266/IntelR-XeonR-CPU-E3-1265L-v3---250GHz
CPU,YD1700BBAEBOX,AMD,Ryzen 7 1700,309,72.3,207313,https://cpu.userbenchmark.com/AMD-Ryzen-7-1700/Rating/3917
CPU,YD1600BBAFBOX,AMD,Ryzen 5 1600AF,310,72.2,43924,https://cpu.userbenchmark.com/SpeedTest/563877/AMD-Ryzen-5-1600-Six-Core-Processor
CPU,,Intel,Xeon E3-1240 V2,311,72.1,4937,https://cpu.userbenchmark.com/SpeedTest/5484/IntelR-XeonR-CPU-E3-1240-V2---340GHz
CPU,,Intel,Xeon E5-2690 v2,312,72,976,https://cpu.userbenchmark.com/SpeedTest/13436/IntelR-XeonR-CPU-E5-2690-v2---300GHz
CPU,BX80677I37350K,Intel,Core i3-7350K,313,72,4030,https://cpu.userbenchmark.com/Intel-Core-i3-7350K/Rating/3889
CPU,,AMD,Ryzen 7 4800HS,314,71.9,2066,https://cpu.userbenchmark.com/SpeedTest/1064059/AMD-Ryzen-7-4800HS-with-Radeon-Graphics
CPU,,Intel,Xeon E3-1226 v3,315,71.8,2007,https://cpu.userbenchmark.com/SpeedTest/18482/IntelR-XeonR-CPU-E3-1226-v3---330GHz
CPU,YD1600BBAEBOX,AMD,Ryzen 5 1600,316,71.7,405849,https://cpu.userbenchmark.com/AMD-Ryzen-5-1600/Rating/3919
CPU,CM8066201920202,Intel,Core i7-6700T,317,71.7,9268,https://cpu.userbenchmark.com/SpeedTest/36439/IntelR-CoreTM-i7-6700T-CPU---280GHz
CPU,,Intel,Core i5-3570,318,71.7,104606,https://cpu.userbenchmark.com/SpeedTest/793/IntelR-CoreTM-i5-3570-CPU---340GHz
CPU,,Intel,Xeon E5-1620 v2,319,71.7,10307,https://cpu.userbenchmark.com/SpeedTest/8354/IntelR-XeonR-CPU-E5-1620-v2---370GHz
CPU,,Intel,Xeon E3-1230 V2,320,71.6,7602,https://cpu.userbenchmark.com/SpeedTest/652/IntelR-XeonR-CPU-E3-1230-V2---330GHz
CPU,,Intel,Xeon X5660,321,71.5,7153,https://cpu.userbenchmark.com/SpeedTest/17750/IntelR-XeonR-CPU-----------X5660----280GHz
CPU,,Intel,Core i7-7920HQ,322,71.3,1300,https://cpu.userbenchmark.com/SpeedTest/243546/IntelR-CoreTM-i7-7920HQ-CPU---310GHz
CPU,BX80637I73770,Intel,Core i7-3770,323,71.2,257088,https://cpu.userbenchmark.com/Intel-Core-i7-3770/Rating/1979
CPU,,Intel,Xeon E3-1505M v6,324,71.2,3866,https://cpu.userbenchmark.com/SpeedTest/233404/IntelR-XeonR-CPU-E3-1505M-v6---300GHz
CPU,,Intel,Core i7-4790T,325,71.2,1037,https://cpu.userbenchmark.com/SpeedTest/13586/IntelR-CoreTM-i7-4790T-CPU---270GHz
CPU,,Intel,Core i7-3820,326,71.1,44741,https://cpu.userbenchmark.com/SpeedTest/739/IntelR-CoreTM-i7-3820-CPU---360GHz
CPU,YD3400C5FHBOX,AMD,Ryzen 5 3400G,327,71,98338,https://cpu.userbenchmark.com/SpeedTest/825156/AMD-Ryzen-5-3400G-with-Radeon-Vega-Graphics
CPU,,Intel,Core i5-1145G7,328,71,3272,https://cpu.userbenchmark.com/SpeedTest/1345527/11th-Gen-IntelR-CoreTM-i5-1145G7---260GHz
CPU,,Intel,Xeon E31270,329,70.9,3465,https://cpu.userbenchmark.com/SpeedTest/5604/IntelR-XeonR-CPU-E31270---340GHz
CPU,,Intel,Xeon X5667,330,70.9,360,https://cpu.userbenchmark.com/SpeedTest/21709/IntelR-XeonR-CPU-----------X5667----307GHz
CPU,,Intel,Core i5-2450P,331,70.9,222,https://cpu.userbenchmark.com/SpeedTest/2795/IntelR-CoreTM-i5-2450P-CPU---320GHz
CPU,,Intel,Core i5-3550,332,70.9,23623,https://cpu.userbenchmark.com/SpeedTest/846/IntelR-CoreTM-i5-3550-CPU---330GHz
CPU,,Intel,Xeon E5-1620 0,333,70.8,16223,https://cpu.userbenchmark.com/SpeedTest/2930/IntelR-XeonR-CPU-E5-1620-0---360GHz
CPU,,Intel,Core i7 880,334,70.7,798,https://cpu.userbenchmark.com/SpeedTest/15321/IntelR-CoreTM-i7-CPU---------880----307GHz
CPU,CL8068403373522,Intel,Core i5-8300H,335,70.7,154293,https://cpu.userbenchmark.com/SpeedTest/425634/IntelR-CoreTM-i5-8300H-CPU---230GHz
CPU,,Intel,Core i7-3770S,336,70.7,11175,https://cpu.userbenchmark.com/SpeedTest/2218/IntelR-CoreTM-i7-3770S-CPU---310GHz
CPU,,Intel,Xeon E3-1220 v3,337,70.7,5208,https://cpu.userbenchmark.com/SpeedTest/5983/IntelR-XeonR-CPU-E3-1220-v3---310GHz
CPU,,Intel,Xeon E3-1240,338,70.7,2234,https://cpu.userbenchmark.com/SpeedTest/5243/IntelR-XeonR-CPU-E31240---330GHz
CPU,,Intel,Core i5-4590S,339,70.7,12883,https://cpu.userbenchmark.com/SpeedTest/13459/IntelR-CoreTM-i5-4590S-CPU---300GHz
CPU,CL8068403359524,Intel,Core i7-8750H,340,70.6,360375,https://cpu.userbenchmark.com/SpeedTest/470418/IntelR-CoreTM-i7-8750H-CPU---220GHz
CPU,,Intel,Core i7 K 875,341,70.6,2279,https://cpu.userbenchmark.com/SpeedTest/476/IntelR-CoreTM-i7-CPU-------K-875----293GHz
CPU,,Intel,Core i7-5700HQ,342,70.5,14298,https://cpu.userbenchmark.com/SpeedTest/30103/IntelR-CoreTM-i7-5700HQ-CPU---270GHz
CPU,,Intel,Core i7-6920HQ,343,70.5,3192,https://cpu.userbenchmark.com/SpeedTest/56225/IntelR-CoreTM-i7-6920HQ-CPU---290GHz
CPU,,Intel,Xeon X5650,344,70.4,13453,https://cpu.userbenchmark.com/SpeedTest/355/IntelR-XeonR-CPU-----------X5650----267GHz
CPU,,Intel,Core i7-4770T,345,70.4,615,https://cpu.userbenchmark.com/SpeedTest/4415/IntelR-CoreTM-i7-4770T-CPU---250GHz
CPU,,Intel,Xeon E3-1225 v3,346,70.4,4976,https://cpu.userbenchmark.com/SpeedTest/12983/IntelR-XeonR-CPU-E3-1225-v3---320GHz
CPU,BX80701G6400,Intel,Pentium Gold G6400,347,70.4,2976,https://cpu.userbenchmark.com/SpeedTest/1221579/IntelR-PentiumR-Gold-G6400-CPU---400GHz
CPU,BX80623I72600,Intel,Core i7-2600,348,70.3,177960,https://cpu.userbenchmark.com/Intel-Core-i7-2600/Rating/620
CPU,BX80715G7400,Intel,Pentium Gold G7400,349,70.3,149,https://cpu.userbenchmark.com/SpeedTest/1755065/IntelR-PentiumR-Gold-G7400
